GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
26986,1.72E-186,1.35E-188,0.26,29.29093,7.616461,3255.3,PABPC1,poly(A) binding protein cytoplasmic 1
6670,1.79E-186,1.41E-188,0.198,29.28942,5.787553,1971.17,SP3,Sp3 transcription factor
4659,1.89E-186,1.50E-188,0.213,29.28747,6.227341,1657.69,PPP1R12A,protein phosphatase 1 regulatory subunit 12A
23304,3.51E-186,2.80E-188,0.219,29.26613,6.401197,3437.27,UBR2,ubiquitin protein ligase E3 component n-recognin 2
10114,5.19E-186,4.15E-188,0.216,29.25266,6.332277,2280.73,HIPK3,homeodomain interacting protein kinase 3
84162,6.06E-186,4.87E-188,0.19,29.2472,5.568885,3213.74,BLTP1,bridge-like lipid transfer protein family member 1
7756,6.66E-186,5.38E-188,0.201,29.24386,5.883063,1870.71,ZNF207,zinc finger protein 207
5478,7.82E-186,6.33E-188,0.213,29.23825,6.229575,1282.8,PPIA,peptidylprolyl isomerase A
6235,1.14E-185,9.28E-188,0.29,29.22519,8.471388,17099.08,RPS29,ribosomal protein S29
805,1.41E-185,1.15E-187,0.221,29.21781,6.460946,1423.3,CALM2,calmodulin 2
1195,2.28E-185,1.87E-187,0.246,29.20124,7.177603,2367.38,CLK1,CDC like kinase 1
3727,5.58E-185,4.59E-187,0.27,29.17052,7.870491,1642.06,JUND,"JunD proto-oncogene, AP-1 transcription factor subunit"
85464,5.88E-185,4.85E-187,0.188,29.16861,5.488133,3283.9,SSH2,slingshot protein phosphatase 2
91300,6.09E-185,5.05E-187,0.288,29.16725,8.414521,5970.86,R3HDM4,R3H domain containing 4
301,7.36E-185,6.12E-187,0.229,29.16064,6.670396,1281.82,ANXA1,annexin A1
57162,8.88E-185,7.41E-187,0.243,29.1541,7.081978,2515.99,PELI1,pellino E3 ubiquitin protein ligase 1
571,1.42E-184,1.19E-186,0.223,29.13788,6.487149,2298.42,BACH1,BTB domain and CNC homolog 1
1441,1.68E-184,1.41E-186,0.244,29.132,7.108313,5325.7,CSF3R,colony stimulating factor 3 receptor
23527,2.28E-184,1.93E-186,0.219,29.12132,6.386205,2407.66,ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
1983,2.30E-184,1.95E-186,0.231,29.12102,6.738455,2700.24,EIF5,eukaryotic translation initiation factor 5
8850,4.04E-184,3.44E-186,0.23,29.1015,6.700427,2360.82,KAT2B,lysine acetyltransferase 2B
257106,1.20E-183,1.02E-185,0.197,29.064,5.721135,2175.63,ARHGAP30,Rho GTPase activating protein 30
9821,1.25E-183,1.07E-185,0.187,29.06238,5.438903,1675.68,RB1CC1,RB1 inducible coiled-coil 1
51585,1.89E-183,1.62E-185,0.202,29.04818,5.870754,1697.98,PCF11,PCF11 cleavage and polyadenylation factor subunit
5997,4.09E-183,3.53E-185,0.335,29.02143,9.712194,4304.55,RGS2,regulator of G protein signaling 2
55313,8.59E-183,7.44E-185,0.197,28.99576,5.708639,1599.67,CPPED1,calcineurin like phosphoesterase domain containing 1
29979,1.09E-182,9.44E-185,0.248,28.98756,7.183023,2334,UBQLN1,ubiquilin 1
6136,1.15E-182,1.01E-184,0.281,28.98538,8.136981,2234.77,RPL12,ribosomal protein L12
157680,1.21E-182,1.06E-184,0.193,28.98372,5.595917,2778.51,VPS13B,vacuolar protein sorting 13 homolog B
7048,1.44E-182,1.27E-184,0.211,28.97737,6.1091,1770.82,TGFBR2,transforming growth factor beta receptor 2
378805,1.84E-182,1.62E-184,0.195,28.96885,5.663244,1599.29,LINC-PINT,"long intergenic non-protein coding RNA, p53 induced transcript"
1130,2.66E-182,2.35E-184,0.214,28.95607,6.198324,5582.52,LYST,lysosomal trafficking regulator
6125,5.04E-182,4.48E-184,0.299,28.93388,8.657283,2293.37,RPL5,ribosomal protein L5
961,8.20E-182,7.31E-184,0.186,28.91693,5.367736,2265.52,CD47,CD47 molecule
3689,9.56E-182,8.55E-184,0.258,28.91153,7.453417,4239.55,ITGB2,integrin subunit beta 2
7155,9.72E-182,8.73E-184,0.208,28.91083,6.014033,1534.99,TOP2B,DNA topoisomerase II beta
4780,1.91E-181,1.72E-183,0.238,28.88734,6.874967,1416.86,NFE2L2,NFE2 like bZIP transcription factor 2
8763,2.62E-181,2.37E-183,0.262,28.87625,7.574467,1619.11,CD164,CD164 molecule
105374162,6.46E-181,5.86E-183,0.216,28.84497,6.229492,1908.16,LOC105374162,
23469,1.33E-180,1.21E-182,0.182,28.81993,5.233602,2257.31,PHF3,PHD finger protein 3
5927,1.36E-180,1.24E-182,0.184,28.81901,5.313466,1808.98,KDM5A,lysine demethylase 5A
9857,1.70E-180,1.56E-182,0.181,28.81109,5.213948,2022.4,CEP350,centrosomal protein 350
1520,3.90E-180,3.59E-182,0.289,28.78216,8.311003,7074.31,CTSS,cathepsin S
23369,2.68E-179,2.47E-181,0.197,28.71506,5.6433,2424.13,PUM2,pumilio RNA binding family member 2
10659,3.58E-179,3.32E-181,0.181,28.70485,5.206509,2652.51,CELF2,CUGBP Elav-like family member 2
116151,3.72E-179,3.45E-181,0.261,28.70347,7.49738,2921.86,FAM210B,family with sequence similarity 210 member B
23287,6.45E-179,6.01E-181,0.204,28.68417,5.852888,2807.79,AGTPBP1,ATP/GTP binding carboxypeptidase 1
647979,6.52E-179,6.09E-181,0.224,28.68369,6.432131,2168.01,NORAD,non-coding RNA activated by DNA damage
4012,1.09E-178,1.02E-180,0.193,28.66559,5.546272,2421.16,LNPEP,leucyl and cystinyl aminopeptidase
11329,1.28E-178,1.20E-180,0.206,28.66,5.897848,1342.73,STK38,serine/threonine kinase 38
7439,1.33E-178,1.25E-180,0.237,28.65855,6.803227,4076.33,BEST1,bestrophin 1
10672,1.34E-178,1.27E-180,0.228,28.65799,6.520726,1770.26,GNA13,G protein subunit alpha 13
10109,4.73E-178,4.50E-180,0.213,28.61403,6.092274,2169.29,ARPC2,actin related protein 2/3 complex subunit 2
9169,5.41E-178,5.16E-180,0.201,28.60919,5.740901,1887.67,SCAF11,SR-related CTD associated factor 11
10914,5.54E-178,5.30E-180,0.208,28.60828,5.945383,1914.1,PAPOLA,poly(A) polymerase alpha
10983,8.08E-178,7.76E-180,0.271,28.59496,7.761981,2764.57,CCNI,cyclin I
1499,8.32E-178,8.02E-180,0.21,28.59383,6.004852,1303.75,CTNNB1,catenin beta 1
23526,9.19E-178,8.89E-180,0.19,28.59022,5.436762,3184.49,ARHGAP45,Rho GTPase activating protein 45
80005,1.48E-177,1.44E-179,0.186,28.57347,5.317967,2719.4,DOCK5,dedicator of cytokinesis 5
2935,2.03E-177,1.98E-179,0.263,28.56228,7.5155,5097.71,GSPT1,G1 to S phase transition 1
55904,2.83E-177,2.76E-179,0.193,28.55059,5.509795,2419.04,KMT2E,lysine methyltransferase 2E (inactive)
573,2.91E-177,2.85E-179,0.248,28.54946,7.072274,3401.61,BAG1,BAG cochaperone 1
7456,5.79E-177,5.69E-179,0.225,28.52531,6.415053,2380.88,WIPF1,WAS/WASL interacting protein family member 1
6418,1.01E-176,1.00E-178,0.212,28.50555,6.045706,1336.83,SET,SET nuclear proto-oncogene
7913,1.05E-176,1.04E-178,0.238,28.50421,6.78167,1430.45,DEK,DEK proto-oncogene
212,1.08E-176,1.08E-178,0.366,28.50298,10.438627,15489.58,ALAS2,5'-aminolevulinate synthase 2
6093,1.19E-176,1.19E-178,0.205,28.4996,5.845312,2013.76,ROCK1,Rho associated coiled-coil containing protein kinase 1
51411,1.68E-176,1.68E-178,0.204,28.48735,5.824032,1502.27,BIN2,bridging integrator 2
79180,1.81E-176,1.81E-178,0.246,28.48467,6.999627,1736.76,EFHD2,EF-hand domain family member D2
22990,2.39E-176,2.40E-178,0.197,28.47482,5.617237,2348.68,PCNX1,pecanex 1
51274,3.41E-176,3.43E-178,0.198,28.46228,5.623715,1222.02,KLF3,KLF transcription factor 3
5660,3.56E-176,3.60E-178,0.28,28.4606,7.973779,6363.77,PSAP,prosaposin
3047,3.65E-176,3.70E-178,0.408,28.4597,11.612072,13568.17,HBG1,hemoglobin subunit gamma 1
9267,4.66E-176,4.74E-178,0.193,28.45096,5.487543,1510.83,CYTH1,cytohesin 1
6352,4.93E-176,5.03E-178,0.232,28.44891,6.593117,1693.41,CCL5,C-C motif chemokine ligand 5
23608,5.32E-176,5.44E-178,0.303,28.44611,8.625016,10796.89,MKRN1,makorin ring finger protein 1
4688,5.49E-176,5.64E-178,0.247,28.44487,7.018053,3446.59,NCF2,neutrophil cytosolic factor 2
7415,8.87E-176,9.13E-178,0.198,28.42795,5.639524,1450.05,VCP,valosin containing protein
9770,1.06E-175,1.10E-177,0.221,28.42151,6.270803,2943.23,RASSF2,Ras association domain family member 2
8880,1.12E-175,1.16E-177,0.219,28.41946,6.226739,1130.3,FUBP1,far upstream element binding protein 1
989,1.23E-175,1.28E-177,0.214,28.416,6.08883,1304.21,SEPTIN7,septin 7
1452,1.88E-175,1.96E-177,0.213,28.4011,6.059706,1502.58,CSNK1A1,casein kinase 1 alpha 1
2495,2.44E-175,2.55E-177,0.356,28.39186,10.121024,4937.95,FTH1,ferritin heavy chain 1
5567,2.75E-175,2.88E-177,0.202,28.38757,5.730454,1154.23,PRKACB,protein kinase cAMP-activated catalytic subunit beta
3320,3.29E-175,3.46E-177,0.221,28.3811,6.284896,1418.9,HSP90AA1,heat shock protein 90 alpha family class A member 1
9969,3.31E-175,3.49E-177,0.204,28.38076,5.783525,2538.6,MED13,mediator complex subunit 13
6426,4.48E-175,4.74E-177,0.203,28.37,5.745957,1187.36,SRSF1,serine and arginine rich splicing factor 1
4542,5.06E-175,5.37E-177,0.217,28.36563,6.156005,3877.53,MYO1F,myosin IF
6224,8.12E-175,8.64E-177,0.249,28.34889,7.054631,2279.23,RPS20,ribosomal protein S20
9689,1.25E-174,1.33E-176,0.196,28.33368,5.544655,1495.3,BZW1,basic leucine zipper and W2 domains 1
9445,1.66E-174,1.78E-176,0.236,28.32341,6.680044,4499.2,ITM2B,integral membrane protein 2B
1106,1.90E-174,2.04E-176,0.206,28.31863,5.840081,3776.68,CHD2,chromodomain helicase DNA binding protein 2
4736,2.61E-174,2.81E-176,0.277,28.30727,7.827324,1705.54,RPL10A,ribosomal protein L10a
4155,7.76E-174,8.38E-176,0.182,28.26872,5.138517,2428.85,MBP,myelin basic protein
9516,2.34E-173,2.54E-175,0.224,28.22953,6.320329,3037.73,LITAF,lipopolysaccharide induced TNF factor
55082,2.61E-173,2.83E-175,0.248,28.2257,6.985926,1310.89,ARGLU1,arginine and glutamate rich 1
831,2.66E-173,2.90E-175,0.207,28.22488,5.844586,1350.11,CAST,calpastatin
58508,2.68E-173,2.92E-175,0.18,28.22454,5.093355,3319.79,KMT2C,lysine methyltransferase 2C
9736,3.61E-173,3.95E-175,0.214,28.21388,6.027741,3018.67,USP34,ubiquitin specific peptidase 34
4637,3.98E-173,4.38E-175,0.265,28.21026,7.476037,2679.34,MYL6,myosin light chain 6
1794,7.87E-173,8.67E-175,0.186,28.18606,5.239408,3742.93,DOCK2,dedicator of cytokinesis 2
7529,9.69E-173,1.07E-174,0.227,28.17856,6.404977,1323.89,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
246175,1.02E-172,1.13E-174,0.206,28.17656,5.80552,2063.11,CNOT6L,CCR4-NOT transcription complex subunit 6 like
9991,1.72E-172,1.91E-174,0.229,28.15813,6.459711,2424.78,PTBP3,polypyrimidine tract binding protein 3
120,8.51E-172,9.48E-174,0.221,28.10117,6.221794,1844.29,ADD3,adducin 3
57532,1.54E-171,1.72E-173,0.207,28.08,5.818101,1999.44,NUFIP2,nuclear FMR1 interacting protein 2
23049,1.56E-171,1.74E-173,0.185,28.07949,5.182009,2764.21,SMG1,SMG1 nonsense mediated mRNA decay associated PI3K related kinase
201595,1.56E-171,1.75E-173,0.208,28.07928,5.852735,1340.39,STT3B,STT3 oligosaccharyltransferase complex catalytic subunit B
9987,1.87E-171,2.10E-173,0.219,28.07285,6.136248,1100.35,HNRNPDL,heterogeneous nuclear ribonucleoprotein D like
3579,2.55E-171,2.89E-173,0.253,28.06158,7.110231,2708.06,CXCR2,C-X-C motif chemokine receptor 2
132320,2.91E-171,3.30E-173,0.228,28.05684,6.385909,2510.38,SCLT1,sodium channel and clathrin linker 1
9188,3.09E-171,3.51E-173,0.2,28.05463,5.600116,1278.55,DDX21,DExD-box helicase 21
27250,4.63E-171,5.27E-173,0.245,28.04011,6.868109,1413.17,PDCD4,programmed cell death 4
6201,6.59E-171,7.53E-173,0.26,28.02744,7.297827,1562.63,RPS7,ribosomal protein S7
10133,8.69E-171,9.95E-173,0.243,28.01747,6.803743,3034.93,OPTN,optineurin
23358,1.70E-170,1.95E-172,0.173,27.99343,4.838755,1813.01,USP24,ubiquitin specific peptidase 24
23215,1.79E-170,2.06E-172,0.184,27.99147,5.155261,2723.17,PRRC2C,proline rich coiled-coil 2C
10788,2.40E-170,2.77E-172,0.196,27.98093,5.492623,1722.08,IQGAP2,IQ motif containing GTPase activating protein 2
3482,2.68E-170,3.11E-172,0.215,27.97684,6.013324,6405.19,IGF2R,insulin like growth factor 2 receptor
3687,3.81E-170,4.42E-172,0.205,27.96427,5.744278,2751.74,ITGAX,integrin subunit alpha X
9910,3.87E-170,4.50E-172,0.187,27.96361,5.239575,2576.14,RABGAP1L,RAB GTPase activating protein 1 like
22861,4.53E-170,5.29E-172,0.186,27.95785,5.211209,1756.74,NLRP1,NLR family pyrin domain containing 1
8661,4.69E-170,5.49E-172,0.189,27.95652,5.285972,1487.03,EIF3A,eukaryotic translation initiation factor 3 subunit A
57326,9.36E-170,1.10E-171,0.197,27.93175,5.508297,1553.13,PBXIP1,PBX homeobox interacting protein 1
10320,1.43E-169,1.68E-171,0.184,27.91649,5.139596,3002.53,IKZF1,IKAROS family zinc finger 1
4953,4.47E-169,5.28E-171,0.227,27.87558,6.331243,1479.89,ODC1,ornithine decarboxylase 1
7311,4.65E-169,5.50E-171,0.288,27.8741,8.025452,9895.21,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1
3475,9.27E-169,1.10E-170,0.216,27.84927,6.006228,1397.28,IFRD1,interferon related developmental regulator 1
23389,1.28E-168,1.53E-170,0.205,27.83746,5.696767,2494.96,MED13L,mediator complex subunit 13L
57035,1.29E-168,1.53E-170,0.214,27.83732,5.953346,2169.01,RSRP1,arginine and serine rich protein 1
79718,2.38E-168,2.85E-170,0.208,27.81511,5.79046,1544.79,TBL1XR1,TBL1X/Y related 1
3683,2.75E-168,3.30E-170,0.199,27.8098,5.529836,2760.99,ITGAL,integrin subunit alpha L
9349,7.14E-168,8.58E-170,0.224,27.77549,6.228289,1633.55,RPL23,ribosomal protein L23
4869,8.20E-168,9.88E-170,0.228,27.7704,6.344045,1419.71,NPM1,nucleophosmin 1
64844,1.16E-167,1.40E-169,0.252,27.75777,7.002621,1523.35,MARCHF7,membrane associated ring-CH-type finger 7
3799,1.19E-167,1.44E-169,0.223,27.75687,6.201755,1351.28,KIF5B,kinesin family member 5B
6210,1.26E-167,1.54E-169,0.265,27.75456,7.35519,2967.77,RPS15A,ribosomal protein S15a
6164,1.33E-167,1.63E-169,0.301,27.75251,8.358147,2060.58,RPL34,ribosomal protein L34
963,2.05E-167,2.50E-169,0.28,27.73699,7.766223,2894.82,CD53,CD53 molecule
5922,3.36E-167,4.12E-169,0.198,27.71905,5.482532,1232.3,RASA2,RAS p21 protein activator 2
3134,4.32E-167,5.30E-169,0.214,27.70995,5.921224,1693.34,HLA-F,"major histocompatibility complex, class I, F"
1997,8.10E-167,9.97E-169,0.245,27.68717,6.786054,1823.37,ELF1,E74 like ETS transcription factor 1
51646,8.21E-167,1.01E-168,0.264,27.68659,7.31235,2189.11,YPEL5,yippee like 5
5903,9.38E-167,1.16E-168,0.198,27.68168,5.478129,1970.74,RANBP2,RAN binding protein 2
23228,9.53E-167,1.18E-168,0.191,27.68102,5.275723,1842.8,PLCL2,phospholipase C like 2
55729,1.98E-166,2.46E-168,0.194,27.65454,5.357315,1937.27,ATF7IP,activating transcription factor 7 interacting protein
9867,3.07E-166,3.83E-168,0.238,27.63858,6.584955,1537.5,PJA2,praja ring finger ubiquitin ligase 2
4478,3.09E-166,3.86E-168,0.27,27.63826,7.470884,4473.44,MSN,moesin
127933,5.10E-166,6.39E-168,0.215,27.62006,5.941653,1670.19,UHMK1,U2AF homology motif kinase 1
3091,8.52E-166,1.07E-167,0.25,27.60143,6.886875,1825.27,HIF1A,hypoxia inducible factor 1 subunit alpha
64744,9.73E-166,1.23E-167,0.232,27.59652,6.391919,2228.21,SMAP2,small ArfGAP2
23112,1.04E-165,1.31E-167,0.167,27.59405,4.612557,2486.89,TNRC6B,trinucleotide repeat containing adaptor 6B
156,1.10E-165,1.39E-167,0.2,27.59194,5.523734,1633.79,GRK2,G protein-coupled receptor kinase 2
1604,1.22E-165,1.55E-167,0.227,27.58796,6.266003,1759.16,CD55,CD55 molecule (Cromer blood group)
6159,1.30E-165,1.65E-167,0.269,27.58576,7.425841,1248.95,RPL29,ribosomal protein L29
9168,1.70E-165,2.17E-167,0.298,27.57582,8.222177,1920.97,TMSB10,thymosin beta 10
9877,1.76E-165,2.24E-167,0.211,27.57461,5.804884,1488.69,ZC3H11A,zinc finger CCCH-type containing 11A
3020,1.95E-165,2.49E-167,0.31,27.57079,8.537078,2896.35,H3-3A,H3.3 histone A
8531,2.73E-165,3.50E-167,0.319,27.55846,8.80154,7516.51,YBX3,Y-box binding protein 3
23092,5.51E-165,7.09E-167,0.186,27.53291,5.108031,2907.38,ARHGAP26,Rho GTPase activating protein 26
54407,6.76E-165,8.72E-167,0.232,27.5254,6.387608,1409.31,SLC38A2,solute carrier family 38 member 2
1213,6.79E-165,8.78E-167,0.2,27.52516,5.508412,1613.23,CLTC,clathrin heavy chain
6046,7.60E-165,9.85E-167,0.202,27.52098,5.547481,1816.3,BRD2,bromodomain containing 2
23198,8.09E-165,1.05E-166,0.206,27.51861,5.678673,1550.21,PSME4,proteasome activator subunit 4
1660,9.73E-165,1.27E-166,0.2,27.51183,5.504046,1192.65,DHX9,DExH-box helicase 9
6500,1.09E-164,1.42E-166,0.196,27.50771,5.379887,2050.8,SKP1,S-phase kinase associated protein 1
91746,3.30E-164,4.33E-166,0.197,27.46724,5.41063,1521.43,YTHDC1,YTH domain containing 1
284454,3.31E-164,4.34E-166,0.199,27.4671,5.472972,2357.33,MIR23AHG,miR-23a/27a/24-2 cluster host gene
10772,6.76E-164,8.89E-166,0.189,27.44103,5.194964,1218.87,SRSF10,serine and arginine rich splicing factor 10
51430,8.88E-164,1.17E-165,0.241,27.43099,6.600379,1799.09,SUCO,SUN domain containing ossification factor
2215,1.50E-163,1.98E-165,0.332,27.4118,9.104532,5863.96,FCGR3B,Fc gamma receptor IIIb
5108,1.63E-163,2.15E-165,0.2,27.4088,5.469825,2013.25,PCM1,pericentriolar material 1
6157,1.70E-163,2.26E-165,0.23,27.40702,6.303456,1928.2,RPL27A,ribosomal protein L27a
29072,2.22E-163,2.95E-165,0.203,27.39734,5.566623,2306,SETD2,"SET domain containing 2, histone lysine methyltransferase"
6648,3.45E-163,4.60E-165,0.251,27.38117,6.881708,9491.53,SOD2,superoxide dismutase 2
10933,3.57E-163,4.77E-165,0.236,27.37981,6.462386,1191.85,MORF4L1,mortality factor 4 like 1
117289,3.71E-163,4.98E-165,0.264,27.37828,7.228669,2455.87,TAGAP,T cell activation RhoGTPase activating protein
57223,5.89E-163,7.92E-165,0.204,27.36133,5.577208,1118.42,PPP4R3B,protein phosphatase 4 regulatory subunit 3B
9908,5.95E-163,8.01E-165,0.199,27.36089,5.431647,1109.65,G3BP2,G3BP stress granule assembly factor 2
10142,6.27E-163,8.46E-165,0.183,27.35892,4.994918,2096.85,AKAP9,A-kinase anchoring protein 9
3688,6.35E-163,8.59E-165,0.235,27.35834,6.422072,1803.68,ITGB1,integrin subunit beta 1
829,6.67E-163,9.04E-165,0.27,27.35647,7.393832,1844.4,CAPZA1,capping actin protein of muscle Z-line subunit alpha 1
11214,1.10E-162,1.50E-164,0.207,27.33803,5.650883,4285.95,AKAP13,A-kinase anchoring protein 13
677775,1.31E-162,1.79E-164,0.407,27.33155,11.136156,6585.38,SCARNA5,small Cajal body-specific RNA 5
64651,1.45E-162,1.99E-164,0.223,27.32774,6.087606,1558.97,CSRNP1,cysteine and serine rich nuclear protein 1
645,1.64E-162,2.25E-164,0.301,27.32323,8.211823,2204.65,BLVRB,biliverdin reductase B
253832,2.47E-162,3.39E-164,0.207,27.30816,5.651613,1532.65,ZDHHC20,zinc finger DHHC-type palmitoyltransferase 20
6386,2.96E-162,4.07E-164,0.25,27.30147,6.82488,1956.9,SDCBP,syndecan binding protein
5534,3.13E-162,4.31E-164,0.248,27.29944,6.765092,1366.03,PPP3R1,"protein phosphatase 3 regulatory subunit B, alpha"
54165,3.24E-162,4.47E-164,0.25,27.29805,6.820708,2765.2,DCUN1D1,defective in cullin neddylation 1 domain containing 1
9208,4.48E-162,6.20E-164,0.185,27.28613,5.038984,2462.19,LRRFIP1,LRR binding FLII interacting protein 1
10565,4.52E-162,6.27E-164,0.19,27.28571,5.178442,1346.58,ARFGEF1,ADP ribosylation factor guanine nucleotide exchange factor 1
51742,6.00E-162,8.35E-164,0.209,27.27523,5.704996,1605.12,ARID4B,AT-rich interaction domain 4B
57674,1.34E-161,1.86E-163,0.221,27.24584,6.024136,11273.61,RNF213,ring finger protein 213
962,1.50E-161,2.10E-163,0.242,27.24143,6.585138,1059.1,CD48,CD48 molecule
6132,7.31E-161,1.02E-162,0.28,27.1833,7.600485,1734.6,RPL8,ribosomal protein L8
4676,7.74E-161,1.09E-162,0.225,27.1811,6.127089,1788,NAP1L4,nucleosome assembly protein 1 like 4
10365,8.04E-161,1.13E-162,0.228,27.17966,6.195239,1257.11,KLF2,KLF transcription factor 2
80012,8.41E-161,1.19E-162,0.204,27.17788,5.537628,2605.76,PHC3,polyhomeotic homolog 3
7170,8.91E-161,1.26E-162,0.19,27.17569,5.160209,3188,TPM3,tropomyosin 3
10123,9.33E-161,1.32E-162,0.226,27.17394,6.12802,1322.91,ARL4C,ADP ribosylation factor like GTPase 4C
25831,1.11E-160,1.57E-162,0.193,27.16762,5.247941,1598.07,HECTD1,HECT domain E3 ubiquitin protein ligase 1
4775,1.42E-160,2.01E-162,0.211,27.1584,5.728655,1209.78,NFATC3,nuclear factor of activated T cells 3
262,2.39E-160,3.41E-162,0.233,27.13904,6.319484,1146.64,AMD1,adenosylmethionine decarboxylase 1
987,2.41E-160,3.44E-162,0.181,27.13868,4.924461,1925.83,LRBA,LPS responsive beige-like anchor protein
3796,2.79E-160,3.99E-162,0.203,27.13322,5.495521,1103.4,KIF2A,kinesin family member 2A
5583,3.19E-160,4.58E-162,0.186,27.1282,5.045247,1796.23,PRKCH,protein kinase C eta
54809,4.00E-160,5.75E-162,0.249,27.11982,6.753554,1834.54,SAMD9,sterile alpha motif domain containing 9
285527,4.86E-160,7.01E-162,0.203,27.11254,5.49916,1904.08,FRYL,FRY like transcription coactivator
9138,5.14E-160,7.42E-162,0.186,27.11043,5.034378,1594.49,ARHGEF1,Rho guanine nucleotide exchange factor 1
81606,5.94E-160,8.60E-162,0.205,27.10498,5.551922,1011.65,LBH,LBH regulator of WNT signaling pathway
29116,7.96E-160,1.15E-161,0.25,27.09415,6.783368,1256.04,MYLIP,myosin regulatory light chain interacting protein
101,1.14E-159,1.65E-161,0.234,27.0809,6.349044,2499.67,ADAM8,ADAM metallopeptidase domain 8
51747,1.18E-159,1.71E-161,0.198,27.07955,5.357937,1266.37,LUC7L3,LUC7 like 3 pre-mRNA splicing factor
663,2.84E-159,4.15E-161,0.212,27.04694,5.743506,1115.94,BNIP2,BCL2 interacting protein 2
5525,5.22E-159,7.64E-161,0.232,27.02442,6.276875,1071.43,PPP2R5A,protein phosphatase 2 regulatory subunit B'alpha
2597,6.12E-159,8.97E-161,0.256,27.01845,6.921071,2075.41,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
196441,7.17E-159,1.05E-160,0.2,27.01251,5.400739,1368.43,ZFC3H1,zinc finger C3H1-type containing
5175,9.89E-159,1.46E-160,0.201,27.00055,5.428624,2566.27,PECAM1,platelet and endothelial cell adhesion molecule 1
4194,1.07E-158,1.58E-160,0.176,26.99744,4.747501,1902.01,MDM4,MDM4 regulator of p53
